-2050855, -2200154, -2927413, -3973759, -4442494, -5977708, -5004529, -8388608, 
-1976351, -2134505, -2873534, -3827240, -4342968, -5937366, -4920013, -8388608, 
-1823753, -2022319, -2778706, -3559451, -4164114, -5856154, -4724242, -8388608, 
-1802072, -2012682, -2769256, -3530424, -4145479, -5845356, -4689204, -8388608, 
-1876113, -2072419, -2817912, -3671013, -4239187, -5886099, -4776492, -8388608, 
-2050384, -2199562, -2926817, -3972726, -4441931, -5977206, -5004111, -8388608, 
-1976025, -2134036, -2873065, -3826467, -4342578, -5937041, -4919957, -8388608, 
-1823529, -2022006, -2778416, -3558821, -4163843, -5856086, -4724472, -8388608, 
-1801824, -2012336, -2768924, -3529798, -4145192, -5845196, -4689348, -8388608, 
-1875721, -2071916, -2817418, -3670196, -4238741, -5885732, -4776326, -8388608, 
-2049884, -2198971, -2926204, -3971749, -4441393, -5976671, -5003624, -8388608, 
-1975741, -2133634, -2872629, -3825791, -4342285, -5936664, -4919783, -8388608, 
-1823288, -2021621, -2778008, -3558229, -4163590, -5855740, -4724441, -8388608, 
-1801434, -2011826, -2768401, -3529040, -4144789, -5844775, -4689184, -8388608, 
-1875341, -2071441, -2816932, -3669377, -4238328, -5885367, -4776118, -8388608, 
-2049607, -2198576, -2925779, -3971066, -4441084, -5976377, -5003436, -8388608, 
-1975460, -2133209, -2872184, -3825211, -4341994, -5936379, -4919778, -8388608, 
-1822949, -2021153, -2777537, -3557592, -4163242, -5855442, -4724441, -8388608, 
-1801152, -2011411, -2767986, -3528432, -4144483, -5844505, -4689144, -8388608, 
-1874820, -2070822, -2816313, -3668496, -4237781, -5884905, -4775710, -8388608, 
-2048926, -2197826, -2925029, -3970117, -4440415, -5975752, -5002854, -8388608, 
-1975020, -2132684, -2871645, -3824628, -4341604, -5935961, -4919547, -8388608, 
-1822534, -2020637, -2777002, -3556961, -4162849, -5855047, -4724141, -8388608, 
-1800573, -2010706, -2767239, -3527576, -4143902, -5843861, -4688557, -8388608, 
-1874199, -2070069, -2815514, -3667604, -4237159, -5884149, -4775031, -8388608, 
-2048329, -2197224, -2924415, -3969390, -4439934, -5975159, -5002442, -8388608, 
-1974359, -2132057, -2871027, -3823958, -4341153, -5935372, -4919185, -8388608, 
-1821830, -2019868, -2776219, -3556113, -4162270, -5854309, -4723479, -8388608, 
-1800048, -2010084, -2766587, -3526784, -4143432, -5843279, -4687894, -8388608, 
-1873776, -2069583, -2814990, -3666924, -4236808, -5883705, -4774438, -8388608, 
-2047794, -2196750, -2923926, -3968790, -4439602, -5974719, -5002006, -8388608, 
-1973687, -2131510, -2870491, -3823292, -4340764, -5934893, -4918797, -8388608, 
-1821171, -2019287, -2775639, -3555369, -4161839, -5853831, -4723034, -8388608, 
-1799432, -2009505, -2766001, -3526014, -4142977, -5842806, -4687436, -8388608, 
-1873203, -2069044, -2814434, -3666108, -4236342, -5883257, -4773976, -8388608, 
-2047289, -2196221, -2923391, -3967934, -4439144, -5974272, -5001577, -8388608, 
-1973372, -2131067, -2870061, -3822634, -4340439, -5934581, -4918630, -8388608, 
-1820899, -2018881, -2775255, -3554787, -4161547, -5853587, -4723004, -8388608, 
-1799140, -2009094, -2765605, -3525446, -4142677, -5842549, -4687399, -8388608, 
-1872841, -2068546, -2813952, -3665457, -4235956, -5882911, -4773809, -8388608, 
