0, 0, 0, 0, 0, 0, 0, 0, 
-1942204, -2151572, -2884077, -3868426, -4406679, -6012372, -4829401, -8388608, 
-2042390, -2216666, -2939496, -4030739, -4515140, -6060599, -4958696, -8388608, 
-1884797, -2094051, -2839467, -3741123, -4320099, -5980649, -4771072, -8388608, 
-1797343, -2036229, -2791862, -3593190, -4222584, -5936730, -4661702, -8388608, 
-1804243, -2047315, -2799160, -3616731, -4238053, -5941864, -4664027, -8388608, 
-1942659, -2151968, -2884537, -3868382, -4406416, -6012373, -4830121, -8388608, 
-2042884, -2217042, -2939886, -4030865, -4514961, -6060541, -4959394, -8388608, 
-1885261, -2094408, -2839849, -3741276, -4319889, -5980652, -4771932, -8388608, 
-1797684, -2036532, -2792216, -3593122, -4222244, -5936666, -4662498, -8388608, 
-1804641, -2047676, -2799570, -3616674, -4237789, -5941734, -4664764, -8388608, 
-1942721, -2152026, -2884652, -3867771, -4405762, -6011951, -4830301, -8388608, 
-2043346, -2217402, -2940289, -4030752, -4514694, -6060366, -4960025, -8388608, 
-1886097, -2095093, -2840588, -3741649, -4320019, -5980804, -4773307, -8388608, 
-1798209, -2036990, -2792733, -3593081, -4222087, -5936707, -4663621, -8388608, 
-1804859, -2047903, -2799852, -3616264, -4237332, -5941701, -4665564, -8388608, 
-1942861, -2152137, -2884841, -3867114, -4405121, -6011834, -4830757, -8388608, 
-2044043, -2217815, -2940765, -4030741, -4514509, -6060421, -4960968, -8388608, 
-1887062, -2095769, -2841358, -3741852, -4320071, -5981178, -4775129, -8388608, 
-1799091, -2037766, -2793657, -3593134, -4222083, -5937301, -4665857, -8388608, 
-1805606, -2048660, -2800796, -3616176, -4237212, -5942358, -4667943, -8388608, 
-1943534, -2152711, -2885589, -3866807, -4404827, -6012229, -4832696, -8388608, 
-2045196, -2218514, -2941530, -4030803, -4514527, -6060824, -4962825, -8388608, 
-1888466, -2096761, -2842404, -3742187, -4320371, -5981981, -4777687, -8388608, 
-1800082, -2038599, -2794599, -3593211, -4222115, -5938059, -4668448, -8388608, 
-1806346, -2049346, -2801599, -3616092, -4237067, -5942916, -4670251, -8388608, 
-1944252, -2153260, -2886278, -3866449, -4404512, -6012542, -4834434, -8388608, 
-2046587, -2219409, -2942569, -4031044, -4514676, -6061454, -4965087, -8388608, 
-1889990, -2097825, -2843582, -3742692, -4320692, -5982874, -4780582, -8388608, 
-1801042, -2039336, -2795409, -3593263, -4222044, -5938653, -4670861, -8388608, 
-1807040, -2049924, -2802237, -3615961, -4236852, -5943332, -4672285, -8388608, 
-1944959, -2153834, -2886997, -3866276, -4404256, -6012931, -4836354, -8388608, 
-2047811, -2220267, -2943570, -4031562, -4514875, -6061986, -4967407, -8388608, 
-1891146, -2098584, -2844352, -3743251, -4320960, -5983179, -4782429, -8388608, 
-1801761, -2039781, -2795831, -3593405, -4222006, -5938618, -4671874, -8388608, 
-1807303, -2050041, -2802357, -3615642, -4236411, -5943029, -4672669, -8388608, 
-1944852, -2153696, -2886892, -3865615, -4403469, -6012433, -4836271, -8388608, 
-2048087, -2220464, -2943760, -4031632, -4514591, -6061675, -4967753, -8388608, 
-1891359, -2098704, -2844434, -3743389, -4320681, -5982792, -4782606, -8388608, 
