0, 0, 0, 0, 0, 0, 0, 0, 
5596197, -8388608, -8388608, 6004939, 5423673, 8388607, 5453697, -8388608, 
5613841, -8388608, -8388608, 6293894, 5571831, 8388607, 5857694, -8388608, 
5607474, -8388608, -8388608, 6202055, 5512786, 8388607, 5737132, -8388608, 
5586670, -8388608, -8388608, 5900262, 5353700, 8388607, 5316834, -8388608, 
5584680, -8388608, -8388608, 5872023, 5347643, 8388607, 5272938, -8388608, 
5593334, -8388608, -8388608, 6013310, 5426259, 8388607, 5460495, -8388608, 
5611195, -8388608, -8388608, 6302305, 5574129, 8388607, 5862837, -8388608, 
5605641, -8388608, -8388608, 6216759, 5517848, 8388607, 5751609, -8388608, 
5585090, -8388608, -8388608, 5911681, 5357423, 8388607, 5327662, -8388608, 
5591687, -8388608, -8388608, 6019658, 5426489, 8388607, 5460932, -8388608, 
5609281, -8388608, -8388608, 6310299, 5575003, 8388607, 5864741, -8388608, 
5603973, -8388608, -8388608, 6231997, 5524168, 8388607, 5763784, -8388608, 
5583541, -8388608, -8388608, 5924053, 5363826, 8388607, 5337564, -8388608, 
5580809, -8388608, -8388608, 5889202, 5352892, 8388607, 5281993, -8388608, 
5589201, -8388608, -8388608, 6024404, 5427943, 8388607, 5462345, -8388608, 
5607378, -8388608, -8388608, 6315418, 5576089, 8388607, 5866673, -8388608, 
5603158, -8388608, -8388608, 6244439, 5526913, 8388607, 5777585, -8388608, 
5581970, -8388608, -8388608, 5932586, 5363396, 8388607, 5347373, -8388608, 
5579076, -8388608, -8388608, 5892759, 5350629, 8388607, 5285888, -8388608, 
5587559, -8388608, -8388608, 6026418, 5426316, 8388607, 5461551, -8388608, 
5605351, -8388608, -8388608, 6319542, 5576214, 8388607, 5865628, -8388608, 
5601345, -8388608, -8388608, 6255916, 5532662, 8388607, 5787054, -8388608, 
5580478, -8388608, -8388608, 5942038, 5368894, 8388607, 5355104, -8388608, 
5577872, -8388608, -8388608, 5898891, 5353879, 8388607, 5289093, -8388608, 
5586526, -8388608, -8388608, 6029601, 5428505, 8388607, 5461378, -8388608, 
5604716, -8388608, -8388608, 6323360, 5578618, 8388607, 5865982, -8388608, 
5600843, -8388608, -8388608, 6267208, 5536828, 8388607, 5798066, -8388608, 
5579516, -8388608, -8388608, 5949486, 5369308, 8388607, 5362974, -8388608, 
5576190, -8388608, -8388608, 5902107, 5353063, 8388607, 5294172, -8388608, 
5584567, -8388608, -8388608, 6031142, 5426464, 8388607, 5462040, -8388608, 
5602447, -8388608, -8388608, 6325820, 5577669, 8388607, 5866851, -8388608, 
5599580, -8388608, -8388608, 6276556, 5541509, 8388607, 5809155, -8388608, 
5578623, -8388608, -8388608, 5957735, 5373802, 8388607, 5369154, -8388608, 
5574991, -8388608, -8388608, 5906324, 5355566, 8388607, 5292430, -8388608, 
5583302, -8388608, -8388608, 6032967, 5427626, 8388607, 5458102, -8388608, 
5601031, -8388608, -8388608, 6328108, 5578112, 8388607, 5862638, -8388608, 
5598258, -8388608, -8388608, 6287744, 5545324, 8388607, 5817041, -8388608, 
5577596, -8388608, -8388608, 5967256, 5376361, 8388607, 5378432, -8388608, 
5574241, -8388608, -8388608, 5912713, 5357153, 8388607, 5298848, -8388608, 
5582180, -8388608, -8388608, 6037541, 5428679, 8388607, 5460514, -8388608, 
5600206, -8388608, -8388608, 6333166, 5580361, 8388607, 5864355, -8388608, 
5598354, -8388608, -8388608, 6301540, 5552667, 8388607, 5830080, -8388608, 
5577091, -8388608, -8388608, 5978946, 5381717, 8388607, 5389559, -8388608, 
5574647, -8388608, -8388608, 6079694, 5420223, 8388607, 5484864, -8388608, 
5567449, -8388608, -8388608, 5970257, 5372390, 8388607, 5334466, -8388608, 
5570842, -8388608, -8388608, 6059760, 5422358, 8388607, 5421181, -8388608, 
5587261, -8388608, -8388608, 6333206, 5565726, 8388607, 5784182, -8388608, 
5595311, -8388608, -8388608, 6468176, 5626524, 8388607, 5970923, -8388608, 
5575419, -8388608, -8388608, 6147572, 5453988, 8388607, 5544936, -8388608, 
5565584, -8388608, -8388608, 5990405, 5379235, 8388607, 5332531, -8388608, 
5570488, -8388608, -8388608, 6059846, 5423146, 8388607, 5419805, -8388608, 
5586631, -8388608, -8388608, 6329923, 5565986, 8388607, 5779129, -8388608, 
5588229, -8388608, -8388608, 6255187, 5588875, 8388607, 5761434, -8388608, 
5573241, -8388608, -8388608, 6017634, 5444065, 8388607, 5436565, -8388608, 
5565299, -8388608, -8388608, 5992127, 5377666, 8388607, 5329304, -8388608, 
5602069, -8388608, -8388608, 6483159, 5678101, 8388607, 6053476, -8388608, 
5565616, -8388608, -8388608, 6046233, 5407538, 8388607, 5410231, -8388608, 
5595403, -8388608, -8388608, 6475001, 5629058, 8388607, 5973670, -8388608, 
5576681, -8388608, -8388608, 6076008, 5451053, 8388607, 5477624, -8388608, 
5565554, -8388608, -8388608, 5995071, 5380718, 8388607, 5327107, -8388608, 
5569364, -8388608, -8388608, 6088588, 5437024, 8388607, 5463671, -8388608, 
5602625, -8388608, -8388608, 6513566, 5645604, 8388607, 6041178, -8388608, 
5597923, -8388608, -8388608, 6510450, 5655319, 8388607, 6016385, -8388608, 
5576289, -8388608, -8388608, 6098340, 5428228, 8388607, 5465201, -8388608, 
5570401, -8388608, -8388608, 6081351, 5435898, 8388607, 5437186, -8388608, 
5583641, -8388608, -8388608, 6317921, 5560390, 8388607, 5758203, -8388608, 
5568774, -8388608, -8388608, 6078518, 5425212, 8388607, 5326451, -8388608, 
5585619, -8388608, -8388608, 6325690, 5551101, 8388607, 5774469, -8388608, 
5582277, -8388608, -8388608, 6267811, 5536760, 8388607, 5694404, -8388608, 
5598194, -8388608, -8388608, 6504672, 5654126, 8388607, 5919226, -8388608, 
5568938, -8388608, -8388608, 6077064, 5424056, 8388607, 5444256, -8388608, 
5567111, -8388608, -8388608, 6031751, 5400570, 8388607, 5326521, -8388608, 
5569018, -8388608, -8388608, 6077189, 5430542, 8388607, 5353171, -8388608, 
5598312, -8388608, -8388608, 6520591, 5662190, 8388607, 6048108, -8388608, 
5570748, -8388608, -8388608, 6096087, 5442732, 8388607, 5478049, -8388608, 
5571485, -8388608, -8388608, 6102783, 5453819, 8388607, 5516805, -8388608, 
5587213, -8388608, -8388608, 6341080, 5558160, 8388607, 5724149, -8388608, 
5584941, -8388608, -8388608, 6328198, 5551113, 8388607, 5796573, -8388608, 
5583877, -8388608, -8388608, 6300959, 5548624, 8388607, 5789928, -8388608, 
